#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ASTEI10972-PA        -          BGBP                 -                  0 1240.6  11.0  3.6e-143  476.8   0.1   3.0   2   1   1   3   3   3   3 |protein_coding|scaffold_00206:18163:31845:-1|gene:ASTEI10972
ASTEI08630-PA        -          BGBP                 -           1.4e-146  488.0   0.1  1.7e-146  487.7   0.1   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00072:606042:608076:1|gene:ASTEI08630
ASTEI11189-PA        -          BGBP                 -           3.6e-139  463.6   0.2  4.3e-139  463.4   0.2   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00622:850:2282:-1|gene:ASTEI11189
ASTEI04897-PA        -          BGBP                 -           5.3e-139  463.1   1.0  6.1e-139  462.9   1.0   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00026:1191609:1193057:1|gene:ASTEI04897
ASTEI02301-PA        -          BGBP                 -            1.3e-51  175.3   0.0   1.9e-51  174.8   0.0   1.2   1   0   0   1   1   1   1 |protein_coding|scaffold_00009:107218:110480:-1|gene:ASTEI02301
ASTEI09198-PA        -          CLIPA                -                  0 1969.9   0.9  2.8e-131  436.3   0.0   5.0   4   1   1   5   5   5   5 |protein_coding|scaffold_00085:115702:143219:-1|gene:ASTEI09198
ASTEI04799-PA        -          CLIPA                -           6.1e-284  937.6   0.0     1e-58  198.0   0.0   5.0   3   2   2   5   5   5   5 |protein_coding|scaffold_00026:276464:299881:-1|gene:ASTEI04799
ASTEI06382-PA        -          CLIPA                -           1.9e-212  702.8   0.0   1.2e-30  105.9   0.0   8.4   8   0   0   8   8   8   8 |protein_coding|scaffold_00039:1182070:1196784:-1|gene:ASTEI06382
ASTEI09196-PA        -          CLIPA                -             1e-204  677.4   3.9  6.3e-110  366.2   0.2   2.0   2   0   0   2   2   2   2 |protein_coding|scaffold_00085:97526:104375:-1|gene:ASTEI09196
ASTEI04167-PA        -          CLIPA                -           6.5e-183  605.9   0.0   4.7e-94  314.1   0.0   2.0   1   1   1   2   2   2   2 |protein_coding|scaffold_00021:422408:425517:1|gene:ASTEI04167
ASTEI03231-PA        -          CLIPA                -           2.1e-174  577.9   0.0   5.1e-63  212.2   0.0   3.1   3   0   0   3   3   3   3 |protein_coding|scaffold_00014:189335:204917:1|gene:ASTEI03231
ASTEI08198-PA        -          CLIPA                -           1.9e-172  571.5   0.0   2.7e-46  157.2   0.1   4.0   3   1   1   4   4   4   4 |protein_coding|scaffold_00063:336401:344328:1|gene:ASTEI08198
ASTEI05241-PA        -          CLIPA                -           1.9e-157  522.3  17.3   5.8e-55  185.7   1.4   3.0   3   0   0   3   3   3   3 |protein_coding|scaffold_00029:1398851:1410485:1|gene:ASTEI05241
ASTEI00306-PA        -          CLIPA                -           2.5e-155  515.3  10.3   7.5e-52  175.5   0.0   3.2   3   0   0   3   3   3   3 |protein_coding|scaffold_00001:4957911:4966361:1|gene:ASTEI00306
ASTEI02990-PA        -          CLIPA                -             6e-153  507.5  21.5   2.3e-46  157.5   0.3   4.1   4   0   0   4   4   4   4 |protein_coding|scaffold_00012:1260996:1269489:-1|gene:ASTEI02990
ASTEI07096-PA        -          CLIPA                -           2.4e-144  479.2   4.8   2.7e-45  154.0   0.0   7.8   5   3   1   7   7   6   6 |protein_coding|scaffold_00049:179040:186367:-1|gene:ASTEI07096
ASTEI08922-PA        -          CLIPA                -           4.1e-141  468.6  24.5   1.3e-54  184.5   0.6   6.3   3   1   2   6   6   6   5 |protein_coding|scaffold_00079:39736:51590:1|gene:ASTEI08922
ASTEI04413-PA        -          CLIPA                -           2.1e-128  426.8   0.0     1e-46  158.6   0.0   3.1   2   1   1   3   3   3   3 |protein_coding|scaffold_00023:357083:364879:-1|gene:ASTEI04413
ASTEI02616-PA        -          CLIPA                -           5.4e-125  415.7   0.7  8.9e-125  415.0   0.7   1.3   1   0   0   1   1   1   1 |protein_coding|scaffold_00010:1300923:1305848:-1|gene:ASTEI02616
ASTEI09199-PA        -          CLIPA                -           9.5e-123  408.3   0.2  1.2e-122  408.0   0.2   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00085:149169:150735:-1|gene:ASTEI09199
ASTEI06451-PA        -          CLIPA                -           6.6e-121  402.2   2.7   2.1e-34  118.2   0.0   9.1   4   3   2   7   7   7   7 |protein_coding|scaffold_00040:1336697:1343670:1|gene:ASTEI06451
ASTEI00309-PA        -          CLIPA                -             3e-104  347.5   0.1  3.9e-104  347.2   0.1   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00001:5018885:5020856:1|gene:ASTEI00309
ASTEI10557-PA        -          CLIPA                -           1.8e-101  338.4   0.6   3.6e-29  101.0   0.0   4.2   3   1   1   4   4   4   4 |protein_coding|scaffold_00140:87617:96555:1|gene:ASTEI10557
ASTEI07421-PA        -          CLIPA                -           2.2e-101  338.1   1.1  2.5e-101  338.0   1.1   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00054:503759:505379:1|gene:ASTEI07421
ASTEI00662-PA        -          CLIPA                -            1.1e-99  332.6   0.2   1.2e-49  168.2   0.0   2.1   1   1   1   2   2   2   2 |protein_coding|scaffold_00002:5731972:5743523:-1|gene:ASTEI00662
ASTEI04800-PA        -          CLIPA                -            5.5e-99  330.3   3.6   2.9e-61  206.4   1.6   2.1   2   0   0   2   2   2   2 |protein_coding|scaffold_00026:302406:306314:1|gene:ASTEI04800
ASTEI075886-PA       -          CLIPA                -            1.7e-95  318.8   0.5   5.2e-53  179.3   0.0   3.0   2   1   1   3   3   3   2 |protein_coding|scaffold_00056:461960:468728:-1|gene:ASTEI075886
ASTEI05110-PA        -          CLIPA                -            7.4e-94  313.4   0.9     2e-39  134.7   0.2   3.2   2   1   1   3   3   3   3 |protein_coding|scaffold_00028:1257474:1266846:-1|gene:ASTEI05110
ASTEI10559-PA        -          CLIPA                -            1.4e-93  312.6  12.3   6.2e-31  106.8   0.0   4.2   4   0   0   4   4   4   4 |protein_coding|scaffold_00140:96623:104543:1|gene:ASTEI10559
ASTEI03233-PA        -          CLIPA                -            5.4e-92  307.3  20.3   5.1e-91  304.1  20.3   2.4   1   1   0   1   1   1   1 |protein_coding|scaffold_00014:235323:238285:-1|gene:ASTEI03233
ASTEI08923-PA        -          CLIPA                -            1.8e-88  295.8   4.1   1.5e-54  184.4   0.1   3.0   1   1   1   3   3   2   2 |protein_coding|scaffold_00079:51712:60185:1|gene:ASTEI08923
ASTEI04157-PA        -          CLIPA                -              1e-86  290.0   0.3   1.3e-86  289.7   0.3   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00021:47313:48626:1|gene:ASTEI04157
ASTEI06602-PA        -          CLIPA                -            6.4e-82  274.2   5.7   1.1e-42  145.4   0.0   7.2   5   3   1   6   6   5   5 |protein_coding|scaffold_00042:759883:765720:1|gene:ASTEI06602
ASTEI07017-PA        -          CLIPA                -            1.5e-81  273.0   0.0     2e-81  272.6   0.0   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00047:353360:359214:1|gene:ASTEI07017
ASTEI05936-PA        -          CLIPA                -            6.3e-80  267.7   2.2   6.2e-39  133.1   0.0   6.6   3   2   0   4   4   4   4 |protein_coding|scaffold_00035:453521:459099:1|gene:ASTEI05936
ASTEI01980-PA        -          CLIPA                -            1.4e-75  253.4   0.0   1.5e-75  253.3   0.0   1.1   1   0   0   1   1   1   1 |protein_coding|scaffold_00007:2113797:2120725:-1|gene:ASTEI01980
ASTEI07318-PA        -          CLIPA                -              8e-73  244.4   0.9   4.6e-39  133.5   0.0   4.6   3   2   0   3   3   3   3 |protein_coding|scaffold_00052:453485:459394:-1|gene:ASTEI07318
ASTEI00012-PA        -          CLIPA                -            1.2e-69  233.9   0.2   1.5e-69  233.7   0.2   1.1   1   0   0   1   1   1   1 |protein_coding|scaffold_00001:47862:60887:-1|gene:ASTEI00012
ASTEI08935-PA        -          CLIPA                -            3.8e-68  229.0   0.3   4.4e-68  228.8   0.3   1.1   1   0   0   1   1   1   1 |protein_coding|scaffold_00079:520679:522041:1|gene:ASTEI08935
ASTEI01979-PA        -          CLIPA                -            1.5e-67  227.0   0.0   2.5e-67  226.3   0.0   1.4   1   0   0   1   1   1   1 |protein_coding|scaffold_00007:2081125:2095738:-1|gene:ASTEI01979
ASTEI10655-PA        -          CLIPA                -            3.3e-67  225.9   0.1     1e-39  135.6   0.0   2.3   1   1   1   2   2   2   2 |protein_coding|scaffold_00147:1049:3192:-1|gene:ASTEI10655
ASTEI06147-PA        -          CLIPA                -            3.3e-66  222.6  10.3   1.4e-41  141.8   0.0   4.7   4   1   0   4   4   4   3 |protein_coding|scaffold_00036:1625352:1629866:1|gene:ASTEI06147
ASTEI09619-PA        -          CLIPA                -            6.1e-65  218.5   0.0   7.2e-65  218.3   0.0   1.1   1   0   0   1   1   1   1 |protein_coding|scaffold_00098:181097:183740:1|gene:ASTEI09619
ASTEI08414-PA        -          CLIPA                -              5e-63  212.2   4.6   1.4e-39  135.2   0.2   3.1   2   1   1   3   3   3   3 |protein_coding|scaffold_00067:481705:483731:-1|gene:ASTEI08414
ASTEI10558-PA        -          CLIPA                -            1.1e-60  204.5   2.9   1.8e-31  108.6   1.6   2.1   2   0   0   2   2   2   2 |protein_coding|scaffold_00140:90809:93047:-1|gene:ASTEI10558
ASTEI01981-PA        -          CLIPA                -              2e-60  203.6   0.5   2.6e-60  203.3   0.5   1.0   1   0   0   1   1   1   1 |protein_coding|scaffold_00007:2128785:2136052:-1|gene:ASTEI01981
ASTEI11084-PA        -          CLIPA                -            1.1e-59  201.2   0.1   2.4e-33  114.7   0.0   4.4   3   1   1   4   4   4   3 |protein_coding|scaffold_00333:9203:12744:1|gene:ASTEI11084
