#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AAEL007626-PA        -          BGBP                 -           1.9e-153  511.2   0.1  2.3e-153  510.9   0.1   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.268:379941-405089:-1|gene:AAEL007626
AAEL003889-PA        -          BGBP                 -           6.2e-146  486.4   0.9  7.1e-146  486.2   0.9   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.99:1385213-1393689:1|gene:AAEL003889
AAEL000652-PA        -          BGBP                 -           3.4e-145  484.0   0.1  3.8e-145  483.8   0.1   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.13:701894-737231:1|gene:AAEL000652
AAEL009178-PA        -          BGBP                 -           8.5e-144  479.4   0.3    1e-143  479.1   0.3   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.376:525277-526577:1|gene:AAEL009178
AAEL009176-PA        -          BGBP                 -           1.1e-142  475.7   0.6  1.3e-142  475.5   0.6   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.376:516219-517438:1|gene:AAEL009176
AAEL003894-PA        -          BGBP                 -           1.1e-138  462.5   1.0  1.4e-138  462.3   1.0   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.99:1353228-1361734:1|gene:AAEL003894
AAEL007064-PA        -          BGBP                 -           1.5e-129  432.5   1.5  1.7e-129  432.3   1.5   1.0   1   0   0   1   1   1   1 Gram-Negative Binding Protein (GNBP)  or Beta-1 3-Glucan Binding Protein (BGBP).|protein_coding|supercont1.233:415295-416585:-1|gene:AAEL007064
AAEL002595-PA        -          CLIPA                -           1.3e-130  434.7   0.0  1.4e-130  434.5   0.0   1.0   1   0   0   1   1   1   1 serine protease|protein_coding|supercont1.61:1116277-1122578:1|gene:AAEL002595
AAEL001675-PA        -          CLIPA                -           1.4e-126  421.4   0.2  2.2e-126  420.8   0.2   1.3   1   0   0   1   1   1   1 Clip-Domain Serine Protease  family A. Protease homologue.|protein_coding|supercont1.39:490011-494406:-1|gene:AAEL001675
AAEL002629-PA        -          CLIPA                -           1.2e-123  411.8   0.3  1.3e-123  411.6   0.3   1.0   1   0   0   1   1   1   1 serine protease|protein_coding|supercont1.61:1080022-1081397:1|gene:AAEL002629
