#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ADAC007671-PA        -          BGBP                 -           3.8e-144  479.8   0.9  4.4e-144  479.6   0.9   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_349:12676-13978:1|gene:ADAC007671
ADAC003874-PA        -          BGBP                 -           9.5e-140  465.4   2.0  1.1e-139  465.1   2.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1002:20995-22461:-1|gene:ADAC003874
ADAC003875-PA        -          BGBP                 -           5.4e-138  459.6   0.3  6.5e-138  459.3   0.3   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1002:25010-26451:-1|gene:ADAC003875
ADAC002705-PA        -          BGBP                 -           4.7e-131  436.7   0.0  6.3e-131  436.3   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_17:242911-246932:-1|gene:ADAC002705
ADAC005058-PA        -          BGBP                 -           2.6e-128  427.7   0.0  3.1e-128  427.4   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_432:67867-69493:1|gene:ADAC005058
ADAC007669-PA        -          BGBP                 -           9.7e-100  333.6   1.0   1.2e-99  333.3   1.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_349:14423-16499:1|gene:ADAC007669
ADAC006621-PA        -          CLIPA                -           1.7e-186  617.4   1.3  1.8e-103  344.8   0.4   2.0   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_114:204119-208647:1|gene:ADAC006621
ADAC005878-PA        -          CLIPA                -           1.6e-130  433.7   0.2   4.9e-41  139.8   0.0   7.2   7   1   0   7   7   6   6 hypothetical protein|protein_coding|scaffold_9:411316-418928:-1|gene:ADAC005878
ADAC006635-PA        -          CLIPA                -           8.2e-129  428.0   0.7  9.5e-129  427.8   0.7   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_114:195828-197331:1|gene:ADAC006635
ADAC006639-PA        -          CLIPA                -           7.4e-127  421.6   0.0  8.7e-127  421.4   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_114:199312-200678:1|gene:ADAC006639
ADAC006622-PA        -          CLIPA                -             4e-125  415.9   0.1  4.7e-125  415.7   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_114:184831-188386:1|gene:ADAC006622
ADAC002119-PA        -          CLIPA                -           8.3e-125  414.9   1.0  1.6e-124  413.9   1.0   1.4   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_182:59985-67939:-1|gene:ADAC002119
ADAC006636-PA        -          CLIPA                -           7.9e-123  408.4   0.1    9e-123  408.2   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_114:52616-54080:-1|gene:ADAC006636
ADAC006530-PA        -          CLIPA                -           1.1e-104  348.9   0.0  1.3e-104  348.5   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_164:138506-140775:1|gene:ADAC006530
ADAC006617-PA        -          CLIPA                -           5.7e-101  336.6   0.4  6.6e-101  336.4   0.4   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_325:73868-75262:1|gene:ADAC006617
ADAC002197-PA        -          CLIPA                -            1.5e-94  315.5   1.0   1.8e-94  315.3   1.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_15:195661-196953:1|gene:ADAC002197
ADAC006470-PA        -          CLIPA                -            1.1e-92  309.4  21.0   1.7e-91  305.5  21.0   2.6   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_111:143449-146478:-1|gene:ADAC006470
ADAC005374-PA        -          CLIPA                -            4.6e-88  294.2   3.5   2.4e-59  199.9   0.8   3.1   3   0   0   3   3   3   2 hypothetical protein|protein_coding|scaffold_413:19633-26943:-1|gene:ADAC005374
ADAC003717-PA        -          CLIPA                -            2.7e-85  285.2   0.0   3.1e-85  285.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_742:35649-37449:-1|gene:ADAC003717
ADAC007892-PA        -          CLIPA                -            1.1e-83  279.9   0.0   1.3e-83  279.6   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1495:10396-11681:-1|gene:ADAC007892
ADAC003433-PA        -          CLIPA                -            5.2e-77  258.0   0.5     7e-43  145.9   0.0   2.5   2   1   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_348:54790-56709:-1|gene:ADAC003433
ADAC002518-PA        -          CLIPA                -            1.2e-73  246.9   1.1   1.6e-73  246.5   1.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_270:58257-60472:-1|gene:ADAC002518
ADAC003431-PA        -          CLIPA                -            4.1e-72  241.8   0.0   5.1e-41  139.8   0.0   2.2   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_348:51958-53982:1|gene:ADAC003431
ADAC006545-PA        -          CLIPA                -            4.8e-71  238.4   0.0   5.7e-71  238.1   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1258:17492-18624:-1|gene:ADAC006545
ADAC005245-PA        -          CLIPA                -            6.3e-71  238.0   0.0   5.4e-35  120.0   0.0   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_124:111559-113742:1|gene:ADAC005245
ADAC006330-PA        -          CLIPA                -            1.6e-70  236.6   0.2   1.5e-35  121.8   0.1   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_150:165596-168607:1|gene:ADAC006330
ADAC006960-PA        -          CLIPA                -            1.6e-69  233.3   5.6   2.8e-38  130.8   0.0   4.8   4   1   0   4   4   4   3 hypothetical protein|protein_coding|scaffold_98:159031-162599:-1|gene:ADAC006960
ADAC006634-PA        -          CLIPA                -            1.3e-68  230.3   5.4   9.6e-68  227.5   5.4   1.8   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_114:192665-194260:-1|gene:ADAC006634
ADAC007158-PA        -          CLIPA                -            6.6e-68  228.0   0.0   1.2e-67  227.2   0.0   1.4   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1369:2693-21162:-1|gene:ADAC007158
ADAC003594-PA        -          CLIPA                -              1e-67  227.4   0.0   1.5e-40  138.2   0.0   2.3   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_1051:25034-28930:-1|gene:ADAC003594
ADAC003432-PA        -          CLIPA                -            2.7e-67  226.0   0.0   1.2e-41  141.8   0.1   2.2   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_348:57865-59830:1|gene:ADAC003432
ADAC006471-PA        -          CLIPA                -            2.9e-67  225.9   0.0   3.9e-67  225.5   0.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_111:108377-111388:1|gene:ADAC006471
ADAC000702-PA        -          CLIPA                -            4.5e-66  222.0   0.1   5.5e-66  221.7   0.1   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_510:45924-47348:1|gene:ADAC000702
ADAC006241-PA        -          CLIPA                -            1.4e-65  220.4   0.0   1.6e-65  220.2   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1036:2680-9258:1|gene:ADAC006241
ADAC000108-PA        -          CLIPA                -            1.7e-65  220.1   0.1     3e-41  140.5   0.0   4.7   3   1   0   4   4   3   3 hypothetical protein|protein_coding|scaffold_1859:5287-8777:1|gene:ADAC000108
ADAC002623-PA        -          CLIPA                -            3.1e-65  219.3   0.2     5e-42  143.1   0.5   2.2   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_1198:4889-6810:1|gene:ADAC002623
ADAC005515-PA        -          CLIPA                -            1.8e-63  213.5   0.0     3e-32  111.0   0.0   2.3   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_18:400329-405266:-1|gene:ADAC005515
ADAC003250-PA        -          CLIPA                -            2.5e-63  213.0   4.9   1.3e-39  135.1   0.0   4.8   3   1   0   3   3   3   3 hypothetical protein|protein_coding|scaffold_483:378-15411:-1|gene:ADAC003250
ADAC001611-PA        -          CLIPA                -              3e-63  212.7   0.0   3.5e-63  212.5   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1409:14873-17534:-1|gene:ADAC001611
ADAC007318-PA        -          CLIPA                -            3.8e-62  209.1   0.0   6.5e-42  142.7   0.0   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|scaffold_1784:2644-8058:1|gene:ADAC007318
ADAC005381-PA        -          CLIPA                -            5.7e-62  208.6   0.0   7.5e-62  208.2   0.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_413:32401-33640:1|gene:ADAC005381
ADAC005379-PA        -          CLIPA                -            6.3e-62  208.4   0.1   8.3e-62  208.0   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_413:46056-49002:1|gene:ADAC005379
ADAC003277-PA        -          CLIPA                -            1.1e-61  207.6   0.3   1.3e-61  207.4   0.3   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1536:6677-18026:-1|gene:ADAC003277
ADAC006474-PA        -          CLIPA                -            2.8e-61  206.3   0.0     3e-61  206.2   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_111:103813-106222:1|gene:ADAC006474
ADAC009341-PA        -          CLIPA                -            5.8e-61  205.2   0.7   8.7e-61  204.7   0.7   1.5   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_22:128723-134201:-1|gene:ADAC009341
ADAC003278-PA        -          CLIPA                -            5.5e-60  202.0   0.1   6.5e-60  201.8   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1726:7615-11608:1|gene:ADAC003278
ADAC008847-PA        -          CLIPA                -            1.7e-59  200.4   1.0   2.1e-59  200.2   1.0   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_44:298089-299555:-1|gene:ADAC008847
ADAC008460-PA        -          CLIPA                -            2.1e-59  200.1   0.4   1.2e-36  125.4   0.0   2.0   2   0   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_305:80460-82348:1|gene:ADAC008460
ADAC008845-PA        -          CLIPA                -            4.2e-59  199.1   5.3   5.8e-59  198.7   5.3   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_44:305586-307096:1|gene:ADAC008845
ADAC005758-PA        -          CLIPA                -            8.5e-59  198.1   0.0   9.4e-59  198.0   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_778:44248-47713:-1|gene:ADAC005758
ADAC006478-PA        -          CLIPA                -              2e-58  196.9   0.1   2.4e-58  196.6   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_111:96161-97814:1|gene:ADAC006478
ADAC008852-PA        -          CLIPA                -            2.4e-58  196.6   1.2   2.9e-58  196.4   1.2   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_44:301319-302625:-1|gene:ADAC008852
ADAC008849-PA        -          CLIPA                -            4.7e-56  189.1   2.9   5.7e-56  188.9   2.9   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_44:303716-305050:1|gene:ADAC008849
ADAC002532-PA        -          CLIPA                -            5.5e-56  188.9   0.4   6.6e-56  188.7   0.4   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1301:8900-10563:1|gene:ADAC002532
ADAC004743-PA        -          CLIPA                -            9.2e-56  188.2   0.4   2.2e-55  186.9   0.4   1.6   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1813:5344-10678:1|gene:ADAC004743
ADAC007893-PA        -          CLIPA                -              1e-55  188.0   2.4   1.3e-55  187.7   2.4   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1495:12063-13289:1|gene:ADAC007893
ADAC006968-PA        -          CLIPA                -              1e-55  188.0   0.4   1.8e-55  187.2   0.4   1.3   1   1   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_98:151735-153254:1|gene:ADAC006968
ADAC005818-PA        -          CLIPA                -            2.1e-55  187.0   1.5   2.6e-55  186.7   1.5   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_554:60947-62181:1|gene:ADAC005818
ADAC005375-PA        -          CLIPA                -              8e-55  185.1   0.0   9.8e-55  184.8   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_413:52288-59334:1|gene:ADAC005375
ADAC007764-PA        -          CLIPA                -            1.3e-54  184.4   0.1   4.5e-42  143.2   0.0   3.7   2   1   1   3   3   2   2 hypothetical protein|protein_coding|scaffold_32:126255-129713:1|gene:ADAC007764
ADAC007806-PA        -          CLIPA                -            1.9e-54  183.8   2.0   2.5e-54  183.5   2.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1108:15654-18423:-1|gene:ADAC007806
ADAC005378-PA        -          CLIPA                -            2.2e-54  183.7   0.1   2.8e-54  183.3   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_413:38343-41400:1|gene:ADAC005378
ADAC006210-PA        -          CLIPA                -            6.5e-54  182.1   3.1   4.2e-19   67.8   0.0   4.2   4   0   0   4   4   4   4 hypothetical protein|protein_coding|scaffold_1718:2123-5206:1|gene:ADAC006210
ADAC002076-PA        -          CLIPA                -            6.6e-54  182.1   0.6     2e-32  111.5   0.1   2.2   1   1   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_435:17754-20547:-1|gene:ADAC002076
ADAC007807-PA        -          CLIPA                -            6.8e-54  182.0   0.5   9.6e-54  181.5   0.5   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1108:23742-25555:-1|gene:ADAC007807
ADAC003612-PA        -          CLIPA                -            1.4e-53  181.1   0.1   2.2e-53  180.3   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_882:2532-11918:-1|gene:ADAC003612
ADAC005380-PA        -          CLIPA                -            4.1e-53  179.5   0.1   6.1e-53  178.9   0.1   1.3   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_413:29678-32326:1|gene:ADAC005380
ADAC007805-PA        -          CLIPA                -              8e-53  178.5   2.3   1.1e-52  178.1   2.3   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_1108:19238-23206:-1|gene:ADAC007805
ADAC009221-PA        -          CLIPA                -            1.8e-52  177.3   1.9   2.2e-52  177.0   1.9   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_50:311302-313056:-1|gene:ADAC009221
ADAC007419-PA        -          CLIPA                -            2.1e-52  177.1   0.5   2.5e-52  176.9   0.5   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_596:34072-35446:-1|gene:ADAC007419
ADAC010530-PA        -          CLIPA                -            9.1e-52  175.1   0.1   1.1e-39  135.3   0.0   3.4   2   1   0   2   2   2   2 hypothetical protein|protein_coding|scaffold_1253:23220-25255:1|gene:ADAC010530
ADAC006640-PA        -          CLIPA                -            1.2e-51  174.7   2.0   1.7e-51  174.1   2.0   1.2   1   0   0   1   1   1   1 hypothetical protein|protein_coding|scaffold_114:15600-16923:-1|gene:ADAC006640
