#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
AGAP006761-PA        -          BGBP                 -           3.9e-147  490.2   0.1  4.4e-147  490.0   0.1   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|2L:37924202-37926465:-1|gene:AGAP006761
AGAP002798-PA        -          BGBP                 -           2.5e-146  487.5   1.0    3e-146  487.2   1.0   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|2R:27645889-27647134:-1|gene:AGAP002798
AGAP002799-PA        -          BGBP                 -           2.1e-144  481.2   1.7  2.5e-144  480.9   1.7   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|2R:27650864-27652092:-1|gene:AGAP002799
AGAP002796-PA        -          BGBP                 -           1.1e-142  475.5   0.1  1.3e-142  475.3   0.1   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|2R:27635821-27637216:-1|gene:AGAP002796
AGAP004455-PA        -          BGBP                 -           1.5e-140  468.4   0.5  1.8e-140  468.2   0.5   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|2R:56681185-56682596:-1|gene:AGAP004455
AGAP004456-PA        -          BGBP                 -           4.6e-138  460.3   0.6  5.5e-138  460.0   0.6   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|2R:56684663-56686049:-1|gene:AGAP004456
AGAP012409-PA        -          BGBP                 -           1.4e-137  458.7   0.1  1.6e-137  458.5   0.1   1.0   1   0   0   1   1   1   1 3-Glucan Binding Protein (BGBP)|protein_coding|3L:41771464-41773010:1|gene:AGAP012409
AGAP009107-PA        -          BGBP                 -              0.079   11.7   0.0     0.097   11.4   0.0   1.2   1   0   0   1   1   1   0 hypothetical protein|protein_coding|3R:25652312-25653161:1|gene:AGAP009107
AGAP011792-PA        -          CLIPA                -           2.9e-133  443.2   0.0  3.9e-133  442.7   0.0   1.1   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33286810-33289619:-1|gene:AGAP011792
AGAP011789-PA        -          CLIPA                -           3.6e-129  429.7   0.0    4e-129  429.5   0.0   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33275117-33276554:-1|gene:AGAP011789
AGAP006954-PA        -          CLIPA                -           3.8e-126  419.8   0.9    6e-126  419.1   0.9   1.3   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|2L:40219748-40224804:-1|gene:AGAP006954
AGAP011783-PA        -          CLIPA                -           4.2e-122  406.5   0.0  5.2e-122  406.2   0.0   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33254563-33255824:-1|gene:AGAP011783
AGAP011787-PA        -          CLIPA                -           4.5e-122  406.4   0.4  5.7e-122  406.1   0.4   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33268389-33269658:-1|gene:AGAP011787
AGAP011793-PA        -          CLIPA                -           2.8e-120  400.5   0.1  3.5e-120  400.2   0.1   1.0   1   0   0   1   1   1   1 CLIP-domain serine protease subfamily A|protein_coding|3L:33293151-33294779:-1|gene:AGAP011793
AGAP011427-PA        -          CLIPA                -           4.3e-112  373.6   0.7   1.5e-39  135.4   0.0   3.0   3   0   0   3   3   3   3 hypothetical protein|protein_coding|3L:24494750-24549657:1|gene:AGAP011427
AGAP011780-PA        -          CLIPA                -           4.7e-112  373.5   0.0  5.6e-112  373.3   0.0   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33242115-33244458:-1|gene:AGAP011780
AGAP001964-PA        -          CLIPA                -           6.6e-105  350.0   0.1  8.5e-105  349.7   0.1   1.0   1   0   0   1   1   1   1 Prophenoloxidase activating factor|protein_coding|2R:12971448-12973402:1|gene:AGAP001964
AGAP013442-PB        -          CLIPA                -           1.1e-104  349.3   5.9     3e-54  183.7   1.5   2.2   2   0   0   2   2   2   2 Clip-Domain Serine Protease|protein_coding|2R:31605985-31609887:-1|gene:AGAP013442
AGAP011781-PA        -          CLIPA                -           2.7e-104  348.0   0.7  3.2e-104  347.8   0.7   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33247587-33248986:-1|gene:AGAP011781
AGAP012591-PA        -          CLIPA                -           4.9e-102  340.6   1.2  5.5e-102  340.4   1.2   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|UNKN:18231007-18232775:-1|gene:AGAP012591
AGAP011790-PB        -          CLIPA                -            4.1e-95  317.9   0.3   4.1e-95  317.9   0.3   2.0   1   1   1   2   2   1   1 Clip-Domain Serine Protease|protein_coding|3L:33279985-33281890:1|gene:AGAP011790
AGAP010731-PA        -          CLIPA                -              8e-95  316.9   0.6     1e-94  316.6   0.6   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:9015547-9016866:1|gene:AGAP010731
AGAP002815-PA        -          CLIPA                -            6.2e-92  307.4  20.7   7.1e-91  304.0  20.7   2.5   1   1   0   1   1   1   1 Clip-domain serine protease|protein_coding|2R:27937171-27940137:-1|gene:AGAP002815
AGAP011791-PA        -          CLIPA                -            3.1e-88  295.3   0.4   4.1e-88  294.9   0.4   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:33281980-33283366:-1|gene:AGAP011791
AGAP010968-PA        -          CLIPA                -            3.2e-88  295.2   0.5   4.1e-88  294.9   0.5   1.0   1   0   0   1   1   1   1 Clip-Domain Serine Protease|protein_coding|3L:14000015-14001312:1|gene:AGAP010968
AGAP000290-PA        -          CLIPA                -            3.5e-82  275.4   0.1   4.1e-82  275.2   0.1   1.0   1   0   0   1   1   1   1 hypothetical protein|protein_coding|X:5130426-5139356:-1|gene:AGAP000290
AGAP028071-PA        -          CLIPA                -            4.2e-82  275.1   5.7   2.8e-41  141.1   1.6   4.2   4   0   0   4   4   4   4 hypothetical protein|protein_coding|3L:21103504-21107276:-1|gene:AGAP028071
AGAP010730-PA        -          CLIPA                -            2.1e-80  269.5   0.2   2.5e-80  269.3   0.2   1.0   1   0   0   1   1   1   1 Prophenoloxidase activating factor|protein_coding|3L:9014125-9014954:1|gene:AGAP010730
AGAP012502-PA        -          CLIPA                -            2.7e-79  265.9   0.3   5.8e-41  140.1   0.0   4.3   3   1   1   4   4   4   4 hypothetical protein|protein_coding|UNKN:9124811-9163451:-1|gene:AGAP012502
AGAP000411-PA        -          CLIPA                -            1.5e-76  256.9   2.2     4e-39  134.0   0.4   5.1   5   0   0   5   5   5   4 hypothetical protein|protein_coding|X:7378463-7382141:-1|gene:AGAP000411
AGAP008997-PA        -          CLIPA                -            5.4e-76  255.1   0.0     6e-76  254.9   0.0   1.1   1   0   0   1   1   1   1 hypothetical protein|protein_coding|3R:22908320-22916650:-1|gene:AGAP008997
AGAP012270-PA        -          CLIPA                -            8.6e-75  251.1   0.2   1.4e-39  135.5   0.5   3.8   3   1   0   3   3   3   3 hypothetical protein|protein_coding|3L:39636203-39638991:-1|gene:AGAP012270
AGAP010545-PA        -          CLIPA                -            1.1e-74  250.8   1.2   1.5e-44  151.8   0.0   4.3   3   2   0   3   3   3   3 hypothetical protein|protein_coding|3L:6057814-6060991:1|gene:AGAP010545
AGAP012504-PA        -          CLIPA                -            4.7e-74  248.7   2.5   4.7e-41  140.4   0.0   4.7   3   1   1   4   4   4   3 hypothetical protein|protein_coding|UNKN:9250769-9274693:1|gene:AGAP012504
AGAP003960-PA        -          CLIPA                -            1.8e-73  246.8   0.1     3e-44  150.8   0.0   2.2   2   0   0   2   2   2   2 hypothetical protein|protein_coding|2R:47008878-47010785:1|gene:AGAP003960
AGAP009006-PA        -          CLIPA                -            5.3e-73  245.3   1.5   2.2e-38  131.6   0.0   4.7   4   1   0   4   4   4   3 hypothetical protein|protein_coding|3R:23233028-23241345:1|gene:AGAP009006
AGAP007043-PB        -          CLIPA                -            1.2e-72  244.1   0.0   9.2e-42  142.7   0.0   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|2L:41561354-41563293:-1|gene:AGAP007043
AGAP008558-PA        -          CLIPA                -            1.3e-72  244.0   1.9   8.2e-44  149.4   0.6   2.5   2   1   0   2   2   2   2 hypothetical protein|protein_coding|3R:12706983-12708979:1|gene:AGAP008558
AGAP008403-PA        -          CLIPA                -            6.7e-72  241.6   0.2   6.4e-43  146.5   0.0   4.7   4   1   0   4   4   4   3 hypothetical protein|protein_coding|3R:10356645-10360000:1|gene:AGAP008403
AGAP007043-PA        -          CLIPA                -            1.4e-71  240.5   0.0   1.3e-40  138.9   0.0   2.1   1   1   1   2   2   2   2 hypothetical protein|protein_coding|2L:41561354-41563095:-1|gene:AGAP007043
