desc	ogs	musDom	gloMor	droMel	droYak	droAna	droPse	droWil	droMoj	droVir	anoGam	anoDar	anoSte	aedAeg	culQui
none	14027	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14031	2	0	0	0	0	1	0	0	0	0	0	0	5	10
none	14033	1	1	1	1	1	2	1	1	1	0	0	0	1	1
none	1404	0	0	0	1	1	1	1	1	1	1	0	1	1	1
none	14042	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14043	1	1	1	1	1	1	1	1	1	1	1	1	0	0
none	14046	1	1	1	1	1	1	0	1	1	1	1	0	1	2
none	14052	0	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14057	0	1	0	1	1	1	1	1	1	1	0	0	0	0
none	14058	1	1	1	1	1	1	1	1	2	1	1	1	1	1
none	14059	1	2	1	1	1	0	1	1	1	1	2	1	1	1
none	14063	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14065	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	14068	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	1408	1	1	1	1	1	1	1	2	1	1	1	1	1	1
none	14083	0	0	1	1	1	1	1	1	1	1	0	0	0	0
none	14084	1	2	1	1	1	1	2	1	1	3	2	3	4	4
none	14091	1	1	1	1	1	1	0	1	1	1	1	1	2	1
none	14092	1	0	0	0	0	0	0	0	0	1	0	1	2	1
none	14100	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14101	1	1	1	1	1	1	1	1	1	2	1	2	3	4
none	14102	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14107	1	2	1	1	1	1	1	1	1	1	1	1	1	16
none	14111	8	3	2	2	2	2	2	2	2	2	2	1	3	2
none	14115	1	1	1	1	1	1	1	1	1	1	2	2	1	2
none	14134	1	1	2	2	2	1	2	1	1	1	1	1	2	1
none	1414	1	2	2	3	1	10	2	2	2	1	2	1	1	1
none	14141	1	1	1	1	1	2	1	1	1	1	1	1	1	2
none	14142	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14145	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	1415	1	1	1	1	1	1	1	1	1	0	0	0	1	0
none	14151	3	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14154	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14163	1	1	1	1	1	1	1	4	1	1	1	1	1	1
none	14165	1	1	1	2	1	1	1	1	1	1	1	1	1	2
none	14168	0	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14173.1.1	2	0	2	2	6	2	2	1	1	2	2	0	3	5
none	14173.1.2	1	0	1	1	1	1	1	1	1	1	1	2	2	3
none	14173.2	3	1	0	0	0	0	0	0	0	1	1	1	1	2
none	14177	1	2	1	1	1	1	1	1	1	1	1	0	1	2
none	14185.1	2	2	3	5	2	1	1	1	1	2	0	2	2	1
none	14185.2	1	2	1	1	1	1	1	1	2	1	2	1	1	1
none	14187	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14188	1	1	1	1	1	1	1	1	1	1	1	0	1	2
none	1419	2	1	1	1	1	2	1	1	1	1	1	1	1	1
none	14193.1	1	1	1	1	1	1	1	1	1	1	2	1	0	1
none	14193.2	0	0	1	1	1	1	1	1	1	0	0	0	1	1
none	14195	1	1	1	1	3	2	2	1	1	2	1	1	2	1
none	14201	1	2	1	1	1	3	2	1	1	1	1	1	1	1
none	14204	2	1	1	1	1	1	1	1	1	1	2	1	1	1
none	14209	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14210	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	1422	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	14221	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	14226	1	1	1	1	1	1	0	1	1	0	1	1	1	1
none	14227	1	1	1	1	2	1	1	1	1	1	1	1	0	0
none	14229.1.1	1	1	1	1	1	4	1	1	2	2	1	2	1	1
none	14229.1.2	1	0	1	2	1	1	2	1	1	0	0	0	2	1
none	14229.2	3	2	1	1	1	1	1	1	2	1	1	2	1	3
none	1423	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14230	1	1	1	1	1	1	1	2	1	1	1	1	1	1
none	14231	1	2	1	1	1	1	1	1	1	1	2	1	2	1
none	14235	1	1	1	1	1	1	1	1	1	2	1	1	1	1
none	14236	1	1	1	1	1	1	1	1	1	1	1	1	1	4
none	14237	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14242	1	1	1	1	2	1	1	1	1	1	1	1	2	1
none	14245	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14248	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14255	1	1	1	1	1	1	0	1	1	1	1	1	1	3
none	14256	1	2	1	1	1	1	1	1	1	0	1	1	1	1
none	14257	1	1	1	1	2	1	1	1	1	1	1	1	1	1
none	14258	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14259	0	0	2	2	4	4	2	1	2	0	0	0	2	0
none	14268	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14274	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	14277	1	1	1	1	1	1	2	1	1	1	1	0	1	1
none	14278	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14281	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14287	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14288	1	1	1	1	1	1	1	1	1	1	0	1	1	0
none	14298	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14299	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14300	1	1	1	1	1	1	1	1	1	1	2	2	1	5
none	14301	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14302	1	2	1	1	1	1	1	1	1	1	0	2	1	1
none	14303	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14304	1	1	1	1	1	1	1	1	1	1	1	2	1	1
none	14305	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14306	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14310	0	1	0	0	0	0	0	0	0	2	2	2	1	1
none	14314	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14315	1	2	1	1	1	1	1	1	1	1	1	1	2	2
none	14316	1	1	1	1	1	1	1	1	1	1	1	0	1	2
none	14319	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14324	2	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14331	0	0	0	0	0	1	0	0	0	0	0	0	0	1
none	1434	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14344	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	14348	1	1	2	3	2	2	1	1	1	0	0	0	0	1
none	1435	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14351	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	14355	1	2	2	2	2	3	2	2	2	1	1	1	1	1
none	14356.1.1.1.1.1.1	1	0	0	14	1	17	124	3	2	0	0	2	0	0
none	14356.1.1.1.1.1.2	7	3	0	9	9	35	21	4	4	0	0	15	2	1
none	14356.1.1.1.1.2	2	0	0	1	0	0	0	0	0	0	0	1	0	0
none	14356.1.1.1.2	0	0	0	3	0	1	2	1	3	1	0	3	0	2
none	14356.1.1.2.1	0	0	0	0	3	0	7	0	1	0	0	2	0	1
none	14356.1.1.2.2	1	1	0	0	0	0	0	0	0	0	0	2	0	0
none	14356.1.2.1	1	1	0	0	1	7	0	1	0	0	0	18	0	0
none	14356.1.2.2	3	0	0	7	8	7	3	3	7	0	0	0	0	1
none	14356.2	0	0	0	1	2	0	1	0	0	0	0	0	1	0
none	14358	1	1	1	1	1	1	1	1	1	1	0	2	1	1
none	14359	1	1	1	1	1	1	1	1	1	1	2	2	1	2
none	1436	1	0	1	1	1	1	1	1	1	1	1	0	1	1
none	14361	1	2	2	1	2	3	11	1	1	1	1	1	1	1
none	14368	1	0	1	1	1	1	1	1	1	1	1	1	0	1
none	14373	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	14376	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14377	1	2	1	1	1	1	1	1	1	1	1	1	1	8
none	14389.1.1	3	2	1	2	1	1	1	1	1	1	1	2	1	1
none	14389.1.2	1	1	1	1	1	1	2	2	2	1	1	1	1	2
none	14389.2	3	1	1	1	1	1	1	1	1	1	2	1	1	3
none	14390	0	1	0	0	0	0	0	0	0	1	1	1	1	2
none	14391	1	2	2	1	1	1	1	1	1	1	1	2	1	1
none	14398	1	2	1	1	2	1	1	1	1	1	1	1	1	1
none	14399	0	0	0	1	1	1	1	1	1	0	0	0	0	1
none	14408	2	1	1	1	1	1	1	1	1	1	2	1	2	4
none	14413.1.1	2	0	2	3	2	2	2	4	4	5	1	4	5	5
none	14413.1.2	4	0	1	1	1	1	1	1	2	1	4	1	1	2
none	14414	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14416	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14423	1	5	2	2	2	2	3	1	1	1	1	1	2	3
none	14433	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14434	1	1	1	1	1	1	1	1	1	2	0	1	1	0
none	14438	1	1	1	2	1	2	1	1	1	0	1	2	1	1
none	14440	1	1	1	1	2	1	1	1	1	1	1	1	1	1
none	14442	1	1	2	1	1	1	1	1	1	1	1	1	1	1
none	14446.1.1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
none	14446.1.2	0	0	1	1	1	2	1	2	1	0	0	1	1	1
none	14446.2	0	0	0	0	0	0	1	2	2	2	2	2	2	2
none	14452	2	2	1	1	1	1	1	1	1	1	1	1	1	1
none	14457	1	3	1	1	1	1	1	1	1	1	1	1	1	1
none	14458	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	14462	1	1	2	2	1	1	1	1	1	0	1	1	1	1
none	14466	2	1	1	4	2	2	2	3	3	1	2	2	2	4
none	14471	1	1	1	1	1	1	1	1	1	0	1	1	0	0
none	14479	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14483	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	14487	2	2	1	1	1	1	1	1	1	1	1	1	1	1
none	14489	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	1449	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	14490	1	1	1	1	1	1	1	1	1	1	1	0	0	0
none	14498	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14499	1	1	1	1	1	1	1	1	1	1	2	1	2	2
none	1450	1	1	1	1	1	3	1	1	1	1	1	1	1	2
none	14501	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14503	1	0	0	0	0	0	0	0	0	0	0	1	0	0
none	14504	31	4	12	11	12	17	11	12	13	7	3	3	6	4
none	14505	1	1	1	1	1	1	1	2	1	1	1	1	2	1
none	14506	1	1	1	1	1	1	1	1	1	1	2	1	1	1
none	14507	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14509	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	14511	0	2	0	0	0	0	0	0	1	0	0	0	0	1
none	14515	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14516	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14517	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	1452	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14520	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14524.1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14524.2	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	14530	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14532	1	2	2	2	3	4	3	3	3	2	2	1	1	59
none	14534	0	1	0	0	0	0	0	1	0	1	1	1	1	2
none	14538	0	2	3	3	2	2	4	3	3	2	1	3	2	3
none	14544	1	1	1	1	1	1	0	1	1	1	1	1	1	0
none	14562	1	0	1	1	1	1	2	2	1	1	0	0	1	1
none	14567	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14571	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	14573.1	1	3	3	2	3	2	3	3	3	5	3	9	5	7
none	14573.2	0	1	1	1	1	1	1	1	1	0	0	0	1	0
none	14577	1	2	1	1	1	1	1	1	1	1	1	1	1	2
none	14587	1	2	0	0	0	0	0	0	0	1	1	1	1	1
none	14590	9	0	0	0	1	6	1	2	0	0	0	2	0	0
none	14594	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14605	1	2	1	1	1	1	1	1	1	2	1	1	2	1
none	14606	1	0	1	1	1	1	1	1	1	1	1	0	1	1
none	1461	3	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14611	1	1	2	2	1	1	1	1	1	1	0	0	0	2
none	14616	1	0	1	0	0	1	0	1	1	1	1	2	1	1
none	14618	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14619	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14622	2	1	1	1	1	1	1	1	1	1	1	2	1	1
none	14624	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14625	0	1	1	1	1	1	1	1	1	0	0	0	1	1
none	14627	1	1	1	1	3	1	1	2	1	1	1	1	2	1
none	1463	1	1	1	1	1	1	1	1	1	1	1	2	1	2
none	14636	1	1	1	1	1	1	1	1	1	1	2	1	1	1
none	14637	1	1	0	0	0	0	0	0	0	1	1	1	1	1
none	14638.1	1	1	1	1	1	1	1	1	1	0	0	0	1	1
none	14638.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	1464	1	1	1	1	1	1	1	1	1	1	0	1	1	2
none	14640	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	14644	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	14645	1	1	1	0	0	1	0	1	0	1	1	1	1	1
none	14652	1	1	1	1	1	1	1	1	1	2	2	2	2	3
none	14656	2	1	2	2	2	2	2	2	2	1	0	2	1	1
none	1466	1	5	3	2	3	3	3	2	2	0	0	1	0	0
none	14665	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14666	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14669	1	1	1	1	1	1	1	1	1	1	1	1	0	1
none	1467	1	2	1	1	1	1	3	1	1	2	0	1	1	1
none	14671	1	1	1	1	1	1	2	1	1	1	1	1	1	2
none	14672	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14675	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14679	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14680	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14687	1	1	1	1	1	1	1	1	1	1	2	1	1	2
none	14692	1	0	1	1	1	1	0	1	1	1	0	0	0	1
none	14695	0	0	0	5	0	0	1	0	0	0	0	0	4	0
none	14696	1	0	1	1	1	1	1	1	1	1	1	1	3	6
none	147	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14701	1	0	1	2	1	1	1	1	1	1	1	1	1	1
none	14702	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14704	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14707	1	1	1	1	1	2	1	1	1	1	1	1	1	2
none	1471	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14713	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	14722	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14725	4	1	1	1	1	1	1	1	1	2	0	0	1	1
none	14727	1	0	1	1	0	0	1	1	1	0	1	0	1	1
none	14738	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14740.1	12	2	8	8	9	8	7	7	7	4	4	4	4	4
none	14748	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14760	1	1	1	1	1	1	1	1	1	1	1	1	1	5
none	1477	1	2	0	0	0	0	0	0	0	1	1	1	2	1
none	14772	1	1	1	1	1	1	1	1	2	1	1	1	1	1
none	14773	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14774	1	1	1	1	1	1	1	1	1	1	2	1	2	2
none	14775.1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
none	14775.2	2	1	1	0	0	1	1	0	0	1	1	1	1	1
none	14776	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	14777	1	1	1	1	1	1	1	1	1	2	1	2	1	2
none	14782	1	0	0	0	0	2	0	0	0	1	0	0	0	0
none	14783	1	1	1	1	1	1	1	1	1	1	1	1	1	3
none	14785	1	2	2	1	1	2	2	1	1	1	1	1	1	1
none	14789	2	5	2	3	2	2	2	2	2	1	1	3	1	2
none	14790	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14792	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14793	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14797	1	0	1	1	1	1	1	1	1	1	1	0	1	1
none	1481	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14812	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14813	1	1	1	1	1	1	1	1	1	1	1	1	1	9
none	14814	1	2	1	1	1	1	1	1	1	2	1	1	1	4
none	14815	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	14816.1	2	1	1	1	1	1	1	1	1	0	0	1	0	1
none	14816.2	1	1	0	0	0	0	0	0	0	1	1	2	1	2
none	14818	0	0	0	1	1	0	1	1	1	1	0	0	0	1
none	14822	2	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14823	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14825	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	1483	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14837	1	1	1	1	1	1	1	1	1	1	1	0	2	1
none	14839	1	1	1	1	1	1	0	1	1	1	1	1	2	1
none	14845	2	1	1	1	2	1	1	2	1	1	1	1	1	1
none	14846	1	1	1	1	1	1	1	1	1	0	1	0	1	1
none	14849	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	14852	1	1	2	2	2	2	2	2	2	1	1	1	1	3
none	14855	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	14863	0	1	1	1	1	1	0	1	1	1	1	0	1	1
none	14870	0	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14872	1	2	3	2	1	2	1	1	2	2	0	2	1	1
none	14874	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14877	1	1	1	3	1	1	1	1	1	1	1	1	1	1
none	14879	0	0	0	1	0	0	0	0	0	0	1	1	0	1
none	14891	1	1	1	2	3	3	2	3	2	2	2	3	2	2
none	14893	1	0	0	0	0	0	7	0	0	0	0	0	1	0
none	14894	1	0	1	1	1	1	0	1	1	1	1	1	1	1
none	14896	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	14897	1	1	1	0	1	1	2	2	2	3	2	2	1	2
none	14898	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14902	1	1	1	1	2	1	1	1	1	1	1	1	1	1
none	14905	1	1	1	1	0	1	0	1	1	1	1	1	1	1
none	14906	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14909	1	0	0	0	0	0	1	0	0	0	1	0	1	1
none	14915	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	1492	1	3	1	2	1	2	1	1	1	1	1	1	1	1
none	14923	1	1	1	1	1	1	1	1	1	2	0	1	1	1
none	14926	1	1	1	1	1	1	1	1	2	1	1	1	1	1
none	14927	1	2	1	1	1	1	1	0	2	1	0	1	5	3
none	14929	1	0	1	1	1	1	1	1	1	1	0	0	0	0
none	14931	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14933	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	1494	0	1	1	1	1	1	1	1	1	1	1	1	1	3
none	14941	2	0	1	1	1	1	1	1	1	0	0	0	1	2
none	14943.1	1	0	1	1	1	0	2	2	1	1	1	1	1	2
none	14943.2	1	1	2	2	2	2	1	1	1	1	1	1	1	1
none	14951	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14953	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14954	1	2	1	1	1	1	1	1	1	1	1	1	2	1
none	14959	1	1	1	1	1	1	3	1	1	1	1	1	1	1
none	14964	1	1	1	1	1	1	1	2	1	1	1	1	1	2
none	14965	1	1	1	1	1	1	2	1	1	1	1	1	1	1
none	14966	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14969	0	0	0	1	0	1	0	0	0	1	1	2	2	2
none	14976	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14978	1	3	1	1	1	2	1	1	1	1	1	1	1	1
none	1498	1	2	1	1	1	1	1	1	2	1	1	1	1	1
none	14980	1	1	1	1	1	1	1	1	1	1	1	0	1	1
none	14982	1	1	1	1	1	1	1	1	1	1	1	1	1	0
none	14983	0	1	1	1	1	1	1	1	2	1	1	1	1	1
none	14984	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	14987	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	14988	4	3	2	2	2	2	2	2	2	1	1	1	2	2
none	14994	5	2	3	4	3	3	3	3	3	6	5	4	6	8
none	14998	0	0	0	0	0	0	1	0	0	0	0	0	4	23
none	150	1	1	0	0	0	0	0	0	0	0	0	0	1	0
none	15000	1	1	1	2	1	1	1	1	1	1	0	1	1	1
none	15002	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15006	1	1	1	2	1	1	1	1	1	0	0	0	1	1
none	15007	2	0	2	2	2	2	2	2	2	1	1	1	1	1
none	15009	1	1	1	1	1	2	1	1	1	1	1	1	1	2
none	1501	1	0	0	0	0	0	0	0	0	1	1	1	1	1
none	15015	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	15018	1	1	1	1	1	1	1	1	2	1	1	1	1	1
none	15022	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15026	1	0	0	0	0	0	0	0	0	0	0	1	0	0
none	15028	1	1	1	1	1	1	2	1	1	1	1	1	2	1
none	1503	1	2	1	1	1	1	2	1	1	1	1	1	1	1
none	15030	0	1	1	1	1	1	1	1	1	1	0	1	1	1
none	15041	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15043	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15045	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15054	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15055	0	0	0	0	0	0	1	0	0	0	1	0	1	0
none	15056	1	1	1	1	1	1	1	1	1	1	0	1	1	2
none	15057	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	1506	1	2	1	1	1	1	1	0	1	1	2	1	0	0
none	15060	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15062	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15065	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15067	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15072	1	0	1	1	1	1	1	1	1	1	1	1	2	1
none	15073	1	1	1	1	1	1	1	1	1	1	1	1	2	2
none	15078	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15084.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15084.2.1	1	1	1	1	1	1	2	1	1	1	2	1	1	2
none	15084.2.2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	15087.1	2	0	0	0	0	1	1	0	0	1	0	0	0	0
none	15087.2.1	1	1	1	1	1	1	1	1	1	3	1	2	1	1
none	15087.2.2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15091	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15094	1	1	1	1	1	1	1	2	1	1	1	2	1	1
none	15095	1	1	1	1	1	1	1	1	1	1	1	1	1	4
none	15105	1	1	1	2	1	1	1	1	1	1	1	1	2	1
none	1511	2	4	1	1	1	1	1	1	1	1	1	1	1	1
none	15110	1	1	1	1	1	1	1	1	1	1	0	1	2	1
none	15111	1	2	1	1	1	1	1	1	1	1	1	0	1	1
none	15115	2	1	1	1	1	1	1	1	1	1	1	2	2	1
none	15117	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15122	2	1	1	1	1	2	1	1	1	1	1	0	2	1
none	15123	1	4	1	1	1	1	1	1	1	1	1	2	1	1
none	15125	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15127	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	1513	1	1	1	1	1	2	1	1	1	1	1	0	1	1
none	15130.1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	15130.2	0	1	1	1	1	1	1	1	1	1	1	1	3	4
none	15131	2	5	1	1	1	1	1	1	1	1	1	1	1	1
none	15134	1	1	1	1	1	1	1	1	1	1	1	1	1	5
none	15135	0	0	0	0	0	0	1	0	0	0	0	0	0	1
none	15138	1	3	1	1	1	1	1	1	1	1	1	1	1	1
none	15143	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	15144	0	1	3	2	3	3	2	3	3	0	0	0	1	0
none	15145	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	15148	1	2	1	2	1	1	1	1	1	1	1	1	1	1
none	15149	3	1	1	1	1	1	1	2	1	1	0	1	1	1
none	15152	1	1	2	2	1	2	2	2	2	1	1	0	1	1
none	15153	1	2	0	0	0	0	0	0	0	0	0	1	0	0
none	15154	1	0	1	1	1	1	1	1	1	1	1	1	1	1
none	15155	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	15162	1	1	1	1	1	1	1	1	1	1	1	1	1	2
none	15163	1	1	2	4	2	2	2	2	2	1	1	1	3	1
none	15165	1	1	1	1	1	1	1	3	1	2	2	2	2	2
none	15167	0	0	1	1	0	1	0	0	0	1	0	0	0	0
none	15173	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	15178	1	1	1	1	1	1	3	1	1	1	1	1	1	2
none	15179	1	1	2	2	2	3	2	1	2	1	1	1	1	1
none	15185.1.1.1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15185.1.1.2	1	0	0	0	0	0	0	0	0	0	0	0	0	1
none	15185.1.2	1	0	0	0	0	0	1	0	0	1	1	1	1	1
none	15185.2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
none	15191	1	1	1	3	1	1	1	1	1	1	1	1	1	1
none	15194.1.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15194.1.2	1	0	1	1	1	1	1	1	1	0	0	1	0	0
none	15194.2	1	0	0	0	0	0	0	0	0	1	0	1	1	1
none	15198	0	1	1	1	1	1	1	1	1	1	1	1	1	4
none	15199	1	1	1	1	1	1	1	1	1	2	1	1	8	4
none	15208	1	1	1	1	1	1	1	1	0	1	2	1	1	1
none	1521	1	1	1	1	1	1	1	1	1	1	0	1	1	1
none	15221	1	1	1	1	1	1	1	1	1	1	0	0	0	1
none	15222	1	1	1	1	1	1	1	1	1	1	1	1	1	3
none	15223	1	1	1	2	1	1	1	1	1	1	1	1	1	1
none	15225	1	1	1	1	1	1	1	1	1	1	2	1	1	2
none	15228	1	3	1	2	1	1	2	1	1	1	1	1	1	1
none	15241	1	1	1	0	1	1	1	1	1	1	1	1	1	2
none	15243	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15244	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15246	2	1	1	1	1	1	1	1	1	1	1	1	1	28
none	15250	1	1	1	2	1	1	1	1	1	1	0	1	0	1
none	15256	1	1	1	1	1	1	1	1	1	1	1	1	2	1
none	15257	1	2	1	1	1	1	1	1	1	1	1	1	1	1
none	15258	2	1	3	3	3	3	3	3	2	1	1	1	1	1
none	15260	1	0	2	1	0	1	0	1	2	0	0	1	1	1
none	15267	1	1	1	1	1	1	1	1	1	1	1	1	1	1
none	15270	1	1	1	1	1	1	1	1	1	1	1	1	1	1
